# model=heuristic triples=9188 ents=523 rels=32
# metrics={'mrr': 0.0, 'hits_at_1': 0.0, 'hits_at_5': 0.0, 'hits_at_10': 0.0}
subject	predicate	object	score
GSTP1	STIMULATES	phenotype_12	0.5973805307311457
gene_82	REGULATES	BRCA2	0.5005819981103143
Raynaud disease	CAUSES	phenotype_47	0.47241261072060886
phenotype_0	AFFECTS	adipogenesis	0.619614316616664
LRRK2	STIMULATES	phenotype_62	0.49901987499344064
chemical_41	STIMULATES	gene_83	0.446560858599998
phenotype_38	CO_OCCURRED_WITH	phenotype_83	0.7318793752185562
gene_38	REGULATES	acidosis	0.5661557686021177
lithium	REGULATES	gene_75	0.5268115063070357
testosterone	INHIBITS	phenotype_84	0.6019643970103365
MGST1	REGULATES	gene_16	0.5923852767988389
disease_8	AFFECTS	INS	0.48846677563305735
gene_61	REGULATES	phenotype_0	0.6317295390939208
chemical_60	AFFECTS	phenotype_90	0.5737126772724016
glycosylation	CO_OCCURRED_WITH	adipogenesis	0.6204039653824907
gene_76	REGULATES	phenotype_58	0.5989426538480193
chemical_72	CAUSES	disease_47	0.5314290041632319
gene_21	AFFECTS	phenotype_85	0.46223726743633603
chemical_26	INHIBITS	phenotype_38	0.5560627576660742
chemical_28	STIMULATES	gene_7	0.4793477438458997
phenotype_43	AFFECTS	phenotype_84	0.560597923174041
chemical_28	STIMULATES	CAT	0.4596756126983587
gene_55	REGULATES	gene_42	0.5858278997496587
vitamin E	STIMULATES	gene_27	0.49901987499344064
disease_48	AFFECTS	gene_67	0.4556798903871557
phenotype_16	AFFECTS	phenotype_13	0.580270054321582
omeprazole	STIMULATES	AKT1	0.46623298974753896
chemical_17	AFFECTS	phosphorylation	0.4950241526822377
chemical_14	INHIBITS	ubiquitination	0.5363906265185332
gene_38	REGULATES	gene_74	0.5858278997496587
magnesium	PREVENTS	disease_0	0.4966870736690285
phenotype_84	AFFECTS	phenotype_13	0.639286447764205
gene_27	AFFECTS	glycosylation	0.44912251333797537
vitamin C	STIMULATES	phenotype_6	0.44656085859999806
vitamin C	PREVENTS	disease_61	0.37865428678378255
chemical_29	TREATS	migraine	0.4239121453569581
GABA	REGULATES	gene_39	0.4546803587660521
phenotype_88	AFFECTS	osteoblastogenesis	0.49502415268223765
chemical_4	REGULATES	mTOR	0.5268115063070357
chemical_72	CAUSES	disease_25	0.45929785662224826
ibuprofen	PREVENTS	disease_46	0.5098018277673892
cyclosporine	STIMULATES	phenotype_65	0.48590512089508003
CD8A	STIMULATES	phenotype_64	0.6236100389278669
disease_7	AFFECTS	NQO1	0.5146962838297787
gene_17	REGULATES	inflammation	0.671073801389003
gene_14	INTERACTS_WITH	gene_68	0.589524041748357
gene_31	REGULATES	oxidative stress	0.5989426538480193
gene_14	STIMULATES	glycosylation	0.525249383190162
disease_79	ASSOCIATED_WITH	gene_32	0.4943743556496702
gene_82	AFFECTS	gene_33	0.48846677563305735
disease_35	ASSOCIATED_WITH	gene_48	0.514046486797211
metoprolol	INHIBITS	phenotype_84	0.5495053806168939
phenotype_57	AFFECTS	phenotype_68	0.6064995625183033
chemical_18	AFFECTS	necrosis	0.5212536608789591
phenotype_54	CO_OCCURRED_WITH	autophagy	0.5154859325956054
disease_89	AFFECTS	phenotype_13	0.5474831690756804
imatinib	CAUSES	disease_43	0.393724086130445
alkalosis	AFFECTS	phenotype_14	0.619614316616664
disease_90	ASSOCIATED_WITH	gene_68	0.5140464867972111
osteoclastogenesis	AFFECTS	phenotype_68	0.5540405461248606
disease_78	AFFECTS	phenotype_40	0.4360077592396147
disease_61	ASSOCIATED_WITH	phenotype_27	0.4812596015513095
heparin	STIMULATES	methylation	0.5121346290918013
MMP9	AFFECTS	glycosylation	0.6064995625183033
fibrosis	AFFECTS	phenotype_35	0.6917454641576476
metoprolol	PREVENTS	disease_67	0.44422805727558584
gene_68	INTERACTS_WITH	gene_50	0.64854043519098
bronchitis	ASSOCIATED_WITH	gene_43	0.4878169786004898
chemical_55	CAUSES	colitis	0.5051994959665106
fish oil	STIMULATES	insulin resistance	0.5186920061409817
phenotype_70	CO_OCCURRED_WITH	phenotype_59	0.6663056047267529
chemical_72	INHIBITS	phenotype_50	0.6281939052070579
chemical_3	PRODUCES	mTOR	0.5214243248143464
INS	REGULATES	gene_15	0.5989426538480194
fibromyalgia	AFFECTS	TP53	0.521253660878959
disease_22	CAUSES	methylation	0.5838880205566745
phenotype_21	CO_OCCURRED_WITH	phenotype_17	0.5548301948906874
chemical_83	TREATS	disease_34	0.46325640765204007
gene_36	REGULATES	phenotype_22	0.6579590472906423
chemical_11	PREVENTS	disease_65	0.4179985490788645
insulin	STIMULATES	TDP43	0.48590512089508003
gene_80	INTERACTS_WITH	KRAS	0.5567371565024555
gene_35	INTERACTS_WITH	gene_60	0.5698519106008161
chemical_31	TREATS	disease_56	0.5091580469963023
phenotype_23	AFFECTS	phenotype_19	0.4687946444855164
chemical_73	CAUSES	sepsis	0.4396257254747073
gene_60	INTERACTS_WITH	HMOX1	0.5632945335516357
chemical_20	STIMULATES	phenotype_14	0.5580362684360637
disease_75	ASSOCIATED_WITH	gene_48	0.4878169786004898
testosterone	STIMULATES	phenotype_30	0.5973805307311456
anemia	AFFECTS	phenotype_10	0.5671553002232214
chemical_77	STIMULATES	phenotype_15	0.4334461045016374
ibuprofen	PRODUCES	gene_8	0.5345390789127071
disease_82	ASSOCIATED_WITH	gene_16	0.5074891097480307
gene_15	INTERACTS_WITH	gene_36	0.6223109269942587
gene_73	INTERACTS_WITH	gene_45	0.5632945335516357
chemical_47	REGULATES	gene_81	0.5792705227004783
disease_80	ASSOCIATED_WITH	gene_35	0.4943743556496702
gene_34	AFFECTS	phenotype_67	0.5146962838297787
furosemide	STIMULATES	platelet aggregation	0.4727903667967193
gene_29	REGULATES	PSEN1	0.61205740794638
gene_12	STIMULATES	phenotype_59	0.6891838094196703
chemical_82	STIMULATES	phenotype_48	0.49901987499344064
phenotype_87	CO_OCCURRED_WITH	phenotype_79	0.5220433096447857
Parkin	STIMULATES	adipogenesis	0.6891838094196703
phenotype_9	CO_OCCURRED_WITH	glycosylation	0.587617080136589
cirrhosis	AFFECTS	TNF	0.5212536608789591
chemical_14	CAUSES	eczema	0.45274047957306796
aspirin	CAUSES	disease_15	0.4396257254747073
phenotype_57	AFFECTS	glycosylation	0.5868274313707623
platelet aggregation	AFFECTS	inflammation	0.6524012018625657
Alzheimer disease	AFFECTS	phenotype_32	0.5409257920265
serotonin	STIMULATES	gene_82	0.5645936454852439
SOD2	REGULATES	AKT1	0.61205740794638
chemical_16	CAUSES	disease_9	0.44618310252388765
chemical_45	REGULATES	gene_22	0.5071393751594947
disease_55	AFFECTS	gene_57	0.6130569395674836
chemical_12	AFFECTS	phenotype_38	0.5868274313707623
osteoporosis	AFFECTS	FOXP3	0.44256513628879507
gene_50	REGULATES	gene_75	0.6186147849955603
disease_3	CAUSES	hypertrophy	0.4265109713763466
gene_38	AFFECTS	STAT3	0.599942185469123
disease_18	AFFECTS	phenotype_16	0.4687946444855164
phenotype_31	CO_OCCURRED_WITH	methylation	0.685977735874294
vitamin D	REGULATES	SOD2	0.5989426538480193
disease_13	AFFECTS	myogenesis	0.4360077592396147
IL10	REGULATES	gene_30	0.6776311784381832
chemical_54	STIMULATES	phenotype_46	0.4137739733540964
curcumin	CAUSES	disease_88	0.4396257254747073
MYC	REGULATES	anaplasia	0.6055000308971996
digoxin	AFFECTS	phenotype_49	0.5409257920265
gene_37	AFFECTS	NOS3	0.6130569395674836
chemical_70	PRODUCES	gene_79	0.6001128494045104
gene_50	AFFECTS	phenotype_72	0.5737126772724017
CD4	REGULATES	gene_29	0.671073801389003
melanoma	ASSOCIATED_WITH	gene_22	0.4812596015513095
PSEN1	INTERACTS_WITH	gene_53	0.589524041748357
AKT1	AFFECTS	metaplasia	0.6261716936658442
chemical_68	REGULATES	gene_46	0.3956639653234292
gastritis	ASSOCIATED_WITH	CD8A	0.5009317326988504
gene_68	REGULATES	gene_58	0.5923852767988389
glioma	AFFECTS	phenotype_52	0.4294503821904344
disease_43	ASSOCIATED_WITH	gene_52	0.5074891097480307
chemical_60	PRODUCES	gene_53	0.6132276035028711
methotrexate	INHIBITS	phenotype_59	0.6413086593054185
chemical_23	PREVENTS	disease_37	0.4507854343247662
neurodifferentiation	CO_OCCURRED_WITH	lipid peroxidation	0.6400760965300316
gene_24	INTERACTS_WITH	gene_61	0.6550978122401604
autophagy	AFFECTS	phenotype_54	0.481909398583877
chemical_81	STIMULATES	phenotype_12	0.48590512089508003
bronchitis	ASSOCIATED_WITH	gene_31	0.5665055031906537
gene_39	INTERACTS_WITH	gene_51	0.5764092876499963
phenotype_47	CO_OCCURRED_WITH	phenotype_72	0.5548301948906873
chemical_37	REGULATES	gene_5	0.5464836374545766
SOD2	REGULATES	phenotype_63	0.6907459325365439
chemical_80	REGULATES	gene_16	0.5661557686021177
gene_25	INTERACTS_WITH	gene_54	0.5370650253549145
disease_11	ASSOCIATED_WITH	gene_0	0.4812596015513095
phenotype_15	AFFECTS	phenotype_74	0.5212536608789591
disease_64	ASSOCIATED_WITH	gene_81	0.5468333720431128
chemical_16	STIMULATES	gene_18	0.42688872745245704
chemical_63	TREATS	disease_56	0.5091580469963023
phenotype_84	AFFECTS	phenotype_64	0.6786307100592869
disease_52	ASSOCIATED_WITH	hypertrophy	0.46158747040376846
chemical_45	AFFECTS	phenotype_4	0.5146962838297787
disease_62	CAUSES	phenotype_46	0.5379863812124123
asthma	AFFECTS	NFKB1	0.6064995625183033
chemical_85	STIMULATES	phenotype_18	0.525249383190162
gene_54	STIMULATES	phenotype_80	0.564593645485244
chemical_43	PREVENTS	cancer	0.37865428678378255
disease_35	ASSOCIATED_WITH	gene_60	0.4878169786004898
Raynaud phenomenon	AFFECTS	gene_43	0.5343684149773197
gene_70	STIMULATES	phenotype_14	0.7022985635180309
phenotype_51	CO_OCCURRED_WITH	phenotype_83	0.6728629817759333
phenotype_77	CO_OCCURRED_WITH	phenotype_43	0.6531908506283923
vitamin B12	PRODUCES	PIK3CA	0.59355547235533
AKT1	STIMULATES	phenotype_4	0.5973805307311456
cyclosporine	STIMULATES	phenotype_2	0.505577252042621
gene_72	INTERACTS_WITH	gene_13	0.6616551892893406
chemical_2	PREVENTS	disease_70	0.3852116638329629
disease_10	AFFECTS	phenotype_77	0.560597923174041
gene_53	AFFECTS	TNF	0.5671553002232214
chemical_7	AFFECTS	phenotype_33	0.5278110379281393
sclerosis	AFFECTS	gene_1	0.5343684149773197
gene_4	AFFECTS	phenotype_79	0.5081389067805984
chemical_80	STIMULATES	gene_34	0.48590512089508003
gene_54	INTERACTS_WITH	PIK3CA	0.6550978122401604
gene_71	STIMULATES	phenotype_6	0.5711510225344243
resveratrol	REGULATES	HMOX1	0.5399262604053964
disease_21	ASSOCIATED_WITH	gene_32	0.4615874704037685
chemical_50	CAUSES	Raynaud phenomenon	0.5183142500648712
gene_61	AFFECTS	NQO1	0.6720733330101066
gene_62	INTERACTS_WITH	gene_1	0.6813273204368816
imatinib	PREVENTS	disease_85	0.39832641793132356
chemical_2	PREVENTS	disease_40	0.4770149425214875
disease_51	CAUSES	oxidative stress	0.4527404795730679
chemical_4	CAUSES	disease_58	0.4789699877697892
phenotype_66	AFFECTS	phenotype_87	0.5737126772724016
phenotype_87	CO_OCCURRED_WITH	phenotype_4	0.6007318342349497
disease_16	ASSOCIATED_WITH	phenotype_36	0.5665055031906537
chemical_12	PRODUCES	gene_27	0.48863743956844474
phenotype_88	CO_OCCURRED_WITH	phenotype_92	0.4958138014480644
disease_28	ASSOCIATED_WITH	gene_47	0.46158747040376846
phenotype_17	CO_OCCURRED_WITH	phenotype_70	0.5417154407923267
chemical_31	STIMULATES	fibrosis	0.6563969241737686
chemical_44	REGULATES	CD8A	0.5071393751594947
disease_20	AFFECTS	gene_7	0.501581529731418
SNCA	REGULATES	NQO1	0.5727131456512979
insulin	AFFECTS	phenotype_51	0.4950241526822377
methotrexate	STIMULATES	gene_36	0.564593645485244
chemical_29	STIMULATES	gene_22	0.49901987499344064
bronchitis	ASSOCIATED_WITH	gene_59	0.5206038638463913
lisinopril	PRODUCES	NRF2	0.5345390789127071
chemical_37	CAUSES	disease_23	0.47241261072060886
gene_79	AFFECTS	GSTP1	0.6327290707150247
chemical_61	REGULATES	gene_50	0.5464836374545767
sarcoma	AFFECTS	gene_57	0.6786307100592869
gene_70	REGULATES	phenotype_86	0.5858278997496587
sarcoma	AFFECTS	phenotype_79	0.5671553002232214
MMP9	AFFECTS	phenotype_63	0.6917454641576476
gene_8	INTERACTS_WITH	gene_80	0.5632945335516357
gene_26	STIMULATES	phenotype_48	0.5383641372885226
chemical_79	CAUSES	disease_47	0.4658552336714286
stroke	AFFECTS	anaplasia	0.5343684149773197
platelet aggregation	CO_OCCURRED_WITH	leukopoiesis	0.6204039653824907
phenotype_78	AFFECTS	vasoconstriction	0.5146962838297787
amlodipine	INHIBITS	phenotype_39	0.5167184953709922
catechin	REGULATES	gene_46	0.4743524899135931
disease_55	ASSOCIATED_WITH	SNCA	0.4878169786004898
gene_32	INTERACTS_WITH	gene_13	0.64854043519098
carcinoma	ASSOCIATED_WITH	IL6	0.5468333720431127
autophagy	CO_OCCURRED_WITH	osteoclastogenesis	0.5613875719398677
SOD1	STIMULATES	phenotype_70	0.5711510225344243
chemical_77	TREATS	anemia	0.43702689945531875
CD8A	REGULATES	MAPK1	0.4940246210611341
gene_48	AFFECTS	phenotype_38	0.6130569395674835
HMOX1	REGULATES	GSTP1	0.5989426538480194
disease_2	CAUSES	phenotype_74	0.5248716271140517
hydrochlorothiazide	AFFECTS	phenotype_67	0.521253660878959
phenotype_17	CO_OCCURRED_WITH	hyperplasia	0.5810597030874086
simvastatin	PREVENTS	disease_58	0.48357231957066776
gene_34	REGULATES	NQO1	0.61205740794638
resveratrol	STIMULATES	gene_17	0.5514788913868833
lithium	PRODUCES	gene_31	0.5869980953061497
chemical_55	AFFECTS	phenotype_37	0.48846677563305735
disease_21	CAUSES	phenotype_88	0.38716670908126466
disease_21	ASSOCIATED_WITH	gene_81	0.4812596015513095
disease_52	ASSOCIATED_WITH	phenotype_43	0.46158747040376846
gene_61	AFFECTS	gene_47	0.580270054321582
chemical_75	TREATS	anemia	0.4894859158487614
depression	ASSOCIATED_WITH	gene_21	0.49437435564967014
lupus	AFFECTS	phenotype_63	0.5343684149773197
chemical_83	REGULATES	gene_60	0.5071393751594947
CD4	INTERACTS_WITH	PSEN1	0.6550978122401604
disease_39	ASSOCIATED_WITH	IFNG	0.5009317326988504
chemical_38	CAUSES	disease_60	0.4855273648189696
disease_39	ASSOCIATED_WITH	gene_65	0.612407142534916
disease_22	CAUSES	hyperplasia	0.5773306435074942
disease_76	AFFECTS	PTEN	0.45567989038715573
atorvastatin	CAUSES	depression	0.4658552336714286
aspirin	PREVENTS	disease_1	0.5032444507182089
gene_20	REGULATES	phenotype_4	0.7038606866349045
chemical_23	TREATS	nephritis	0.4501416535536794
gene_63	STIMULATES	phenotype_31	0.6563969241737686
disease_27	AFFECTS	IL10	0.44256513628879507
phenotype_92	CO_OCCURRED_WITH	phenotype_54	0.5351580637431463
phenotype_4	CO_OCCURRED_WITH	phenotype_56	0.6597482276775726
norepinephrine	PRODUCES	PIK3CA	0.632899734650412
stroke	ASSOCIATED_WITH	neurogenesis	0.5861776343381947
disease_80	CAUSES	phenotype_55	0.511756873015691
chemical_0	CAUSES	migraine	0.45929785662224826
gene_11	REGULATES	gene_36	0.5858278997496587
gene_35	REGULATES	gene_23	0.5136967522086751
SOD1	STIMULATES	phenotype_90	0.5777083995836046
disease_5	AFFECTS	phenotype_19	0.4687946444855164
disease_62	CAUSES	DNA damage	0.6297896599009368
chemical_34	PRODUCES	gene_37	0.5607685871094285
oxidative stress	CO_OCCURRED_WITH	phenotype_56	0.587617080136589
chemical_32	REGULATES	gene_16	0.5989426538480193
gene_80	STIMULATES	phenotype_12	0.584265776632785
hydrochlorothiazide	STIMULATES	inflammation	0.6432821700754079
disease_19	AFFECTS	phenotype_50	0.5540405461248606
disease_45	AFFECTS	vasoconstriction	0.44912251333797537
gene_32	REGULATES	MAPK1	0.533368883356216
chemical_62	INHIBITS	phenotype_87	0.4773742330759103
chemical_26	TREATS	sarcoma	0.5550596863405646
chemical_60	STIMULATES	phenotype_57	0.6563969241737686
carcinoma	ASSOCIATED_WITH	gene_83	0.5271612408955717
IL10	INTERACTS_WITH	VEGFA	0.5764092876499964
chemical_15	PREVENTS	disease_34	0.4048837949805039
gene_54	REGULATES	phenotype_45	0.533368883356216
phenotype_31	CO_OCCURRED_WITH	phenotype_21	0.6531908506283923
metoprolol	INHIBITS	hypoxia	0.5298332494693528
disease_2	AFFECTS	gene_69	0.4491225133379754
gene_58	STIMULATES	erythropoiesis	0.6367247930262276
gene_7	REGULATES	phenotype_77	0.6710738013890029
phenotype_29	CO_OCCURRED_WITH	erythropoiesis	0.6925351129234742
chemical_32	TREATS	epilepsy	0.5485023092913843
MGST1	STIMULATES	metaplasia	0.6301674159770473
chemical_46	AFFECTS	phenotype_63	0.5671553002232214
disease_36	ASSOCIATED_WITH	phenotype_28	0.44191533925622756
disease_63	AFFECTS	phenotype_77	0.5146962838297787
caffeic acid	INHIBITS	phenotype_80	0.48393161012509056
simvastatin	TREATS	depression	0.46981378470122037
amlodipine	STIMULATES	phenotype_12	0.4924624979442603
CD4	AFFECTS	phenotype_28	0.5671553002232214
psoriasis	AFFECTS	phenotype_12	0.521253660878959
thrombopoiesis	AFFECTS	metaplasia	0.6720733330101066
epilepsy	ASSOCIATED_WITH	gene_72	0.5665055031906536
chemical_65	PREVENTS	disease_61	0.4311133031772251
disease_57	ASSOCIATED_WITH	phenotype_71	0.5337186179447521
gene_8	REGULATES	phenotype_9	0.5464836374545766
chemical_69	PRODUCES	APP	0.5869980953061497
chemical_30	STIMULATES	phenotype_89	0.505577252042621
glycosylation	AFFECTS	hyperplasia	0.5540405461248606
NQO1	REGULATES	gene_61	0.6907459325365439
serotonin	AFFECTS	phenotype_59	0.6589585789117459
gene_76	REGULATES	phenotype_86	0.5661557686021177
gene_53	AFFECTS	phenotype_31	0.619614316616664
disease_41	ASSOCIATED_WITH	phenotype_18	0.5599481261414733
cortisol	STIMULATES	gene_74	0.5318067602393424
gene_13	AFFECTS	phenotype_2	0.5933848084199426
chemical_16	AFFECTS	phenotype_30	0.5146962838297787
disease_16	CAUSES	phenotype_61	0.6429044139992975
chemical_0	CAUSES	disease_20	0.4724126107206089
gene_45	STIMULATES	angiogenesis	0.5580362684360637
GSTP1	REGULATES	phenotype_10	0.6645164243398226
cyclosporine	PRODUCES	gene_79	0.5869980953061497
sepsis	ASSOCIATED_WITH	gene_13	0.5402759949939324
disease_82	CAUSES	vasoconstriction	0.4527404795730679
amlodipine	AFFECTS	phenotype_49	0.501581529731418
chemical_37	TREATS	lupus	0.48948591584876133
pantoprazole	CAUSES	cardiomyopathy	0.44618310252388754
IL1B	STIMULATES	phenotype_57	0.6301674159770473
NFKB1	INTERACTS_WITH	gene_40	0.707556828633603
HMOX1	STIMULATES	phenotype_2	0.5383641372885226
gene_78	REGULATES	gene_35	0.5989426538480194
gene_11	REGULATES	phenotype_6	0.5464836374545767
chemical_30	PRODUCES	GPX1	0.534539078912707
disease_60	ASSOCIATED_WITH	fibrosis	0.6845382900758996
gene_10	REGULATES	ischemia	0.5136967522086751
chemical_39	TREATS	leukemia	0.43046952240613834
gene_35	STIMULATES	phenotype_4	0.6104952848295063
disease_45	ASSOCIATED_WITH	gene_68	0.5009317326988504
chemical_8	STIMULATES	gene_17	0.5121346290918013
disease_49	ASSOCIATED_WITH	gene_19	0.4812596015513095
cirrhosis	CAUSES	phenotype_60	0.4789699877697893
SNCA	INTERACTS_WITH	gene_59	0.530507648305734
gene_43	REGULATES	gene_50	0.5858278997496587
phenotype_19	AFFECTS	phenotype_3	0.599942185469123
osteoporosis	ASSOCIATED_WITH	gene_29	0.5468333720431128
gene_20	AFFECTS	ischemia	0.6261716936658442
Parkin	AFFECTS	phenotype_58	0.639286447764205
sarcoma	AFFECTS	gene_40	0.6458438248133852
disease_70	AFFECTS	phenotype_4	0.4950241526822377
PSEN2	REGULATES	MYC	0.7366475718808061
gene_6	REGULATES	phenotype_10	0.5989426538480193
chemical_27	PRODUCES	gene_30	0.59355547235533
cirrhosis	AFFECTS	gene_54	0.4950241526822377
testosterone	TREATS	disease_52	0.482928538799581
CD8A	AFFECTS	gene_29	0.5474831690756804
phenotype_13	CO_OCCURRED_WITH	dysplasia	0.6335187194808514
methotrexate	INHIBITS	phenotype_36	0.5822922658627956
alkalosis	AFFECTS	phenotype_40	0.4753520215346967
phenotype_87	CO_OCCURRED_WITH	phenotype_29	0.5941744571857693
gene_1	INTERACTS_WITH	gene_48	0.6419830581417997
gene_1	AFFECTS	phenotype_76	0.5868274313707623
chemical_67	REGULATES	gene_73	0.49402462106113404
chemical_23	INHIBITS	glycosylation	0.5036037412726315
melanoma	AFFECTS	gene_42	0.44256513628879507
insulin	AFFECTS	phenotype_61	0.6130569395674836
gene_75	INTERACTS_WITH	gene_14	0.5764092876499963
curcumin	STIMULATES	gene_55	0.48590512089508003
disease_88	ASSOCIATED_WITH	neurodifferentiation	0.5140464867972111
phenotype_6	CO_OCCURRED_WITH	phenotype_4	0.626961342431671
lisinopril	STIMULATES	oxidation	0.5186920061409818
disease_71	ASSOCIATED_WITH	gene_5	0.4812596015513095
chemical_36	PRODUCES	CXCL8	0.5214243248143464
gene_55	INTERACTS_WITH	gene_37	0.6419830581417997
neurogenesis	CO_OCCURRED_WITH	phenotype_69	0.6007318342349497
APP	AFFECTS	MGST1	0.5868274313707623
neuropathy	AFFECTS	NFKB1	0.639286447764205
gene_59	REGULATES	phenotype_29	0.6186147849955603
phenotype_83	CO_OCCURRED_WITH	calcification	0.685977735874294
chemical_58	STIMULATES	GSTP1	0.525249383190162
BRCA1	INTERACTS_WITH	gene_55	0.589524041748357
estrogen	STIMULATES	phenotype_83	0.5908231536819654
BDNF	REGULATES	phenotype_48	0.6317295390939209
chemical_26	STIMULATES	gene_79	0.5318067602393424
disease_18	AFFECTS	HMOX1	0.48846677563305735
phenotype_44	AFFECTS	phenotype_30	0.599942185469123
disease_8	ASSOCIATED_WITH	gene_67	0.4615874704037685
gene_78	REGULATES	gene_49	0.6645164243398225
metformin	CAUSES	disease_39	0.5051994959665106
HMOX1	REGULATES	NOS3	0.5858278997496587
chemical_6	INHIBITS	acetylation	0.47081685602672996
disease_76	CAUSES	phosphorylation	0.5642158894091336
chemical_25	STIMULATES	phenotype_56	0.49901987499344064
CAT	REGULATES	NOS3	0.5858278997496587
gene_79	AFFECTS	phenotype_76	0.5868274313707623
phenotype_51	CO_OCCURRED_WITH	phenotype_50	0.6335187194808514
catechin	PRODUCES	gene_26	0.5148669477651661
KRAS	AFFECTS	LRRK2	0.4687946444855164
chemical_11	AFFECTS	phenotype_19	0.41633562809207375
chemical_23	AFFECTS	phenotype_66	0.5409257920264999
asthma	ASSOCIATED_WITH	phenotype_83	0.6451940277808176
aspirin	PREVENTS	disease_17	0.5163592048165695
chemical_25	REGULATES	gene_62	0.5202541292578553
gene_71	AFFECTS	phenotype_26	0.4753520215346967
phenotype_39	CO_OCCURRED_WITH	phenotype_63	0.646633473579212
disease_90	AFFECTS	phenotype_57	0.5278110379281393
